300
('O', (3, 2), (2, 2)), 299.99956050000037
('O', (4, 2), (3, 2)), 299.9996753000014
('X', (5, 3), (4, 3)), 277.90514719998464
('X', (5, 1), (4, 1)), 281.2584184000152
('O', (5, 2), (5, 3)), 259.37910019999254
('X', (5, 0), (5, 1)), 262.50251600000774
('X', (3, 0), (2, 0)), 240.85274729999946
('X', (3, 1), (3, 0)), 243.73420900001656
('X', (0, 1), (1, 1)), 222.32992319998448
('X', (0, 4), (1, 4)), 224.98067430002266
('X', (0, 2), (0, 1)), 203.8012391999946
('X', (0, 5), (0, 4)), 206.23253150001983
('X', (1, 5), (2, 5)), 185.27321699997992
('O', (4, 2), (5, 2)), 187.4830886000127
('O', (1, 2), (1, 3)), 166.73358889998053
('O', (0, 2), (0, 3)), 183.11216420002165
('X', (0, 5), (1, 5)), 148.20609999998123
('X', (3, 5), (3, 4)), 182.51365800001076
('X', (4, 5), (4, 4)), 147.4428514999745
('X', (5, 5), (4, 5)), 182.44898159999866
('X', (5, 4), (5, 5)), 147.16940689994954
('X', (5, 0), (4, 0)), 182.44002090001595
('O', (1, 2), (0, 2)), 147.1685862999584
('O', (4, 2), (1, 2)), 182.43815060000634
