300
('O', (3, 2), (4, 2)), 299.3656037999317
('O', (2, 2), (3, 2)), 299.70593310007825
('O', (2, 3), (2, 4)), 299.0991809000261
('O', (1, 3), (2, 3)), 299.5913719001692
('O', (1, 4), (1, 5)), 298.99521189997904
('O', (0, 4), (1, 4)), 299.51414720038883
('O', (0, 5), (0, 4)), 298.9450071998872
('O', (0, 3), (0, 2)), 299.4851677005645
('X', (4, 3), (5, 3)), 298.93529799976386
('X', (4, 4), (5, 4)), 299.47931750072166
('X', (4, 5), (5, 5)), 298.930677899858
('X', (3, 5), (4, 5)), 299.47221310064197
('X', (3, 4), (4, 4)), 298.92558959987946
('X', (3, 5), (3, 4)), 299.4698420006316
('O', (1, 3), (0, 3)), 298.92264600005
('O', (1, 1), (0, 1)), 299.4595220007468
