300
('O', (3, 2), (4, 2)), 299.3941590001341
('X', (3, 4), (3, 3)), 299.99981539999135
('O', (2, 2), (3, 2)), 299.20197570021264
('X', (5, 4), (5, 3)), 299.99962840019725
('O', (2, 3), (2, 4)), 299.0021708002314
('O', (2, 1), (2, 0)), 299.99937800015323
('O', (3, 1), (4, 1)), 298.9424001001753
('O', (0, 1), (0, 2)), 299.99920290033333
('O', (1, 1), (2, 1)), 298.9175924002193
('O', (1, 5), (0, 5)), 299.9990255003795
('O', (2, 5), (3, 5)), 298.8766697002575
('X', (4, 4), (5, 4)), 299.998846700415
('O', (1, 5), (1, 4)), 298.8737057002727
('X', (4, 5), (5, 5)), 299.9987686004024
('X', (4, 4), (3, 4)), 298.86961430031806
('X', (4, 3), (4, 4)), 299.9986641004216
('X', (4, 5), (0, 4)), 298.803756700363
